Species Name ,Authority / Year,Characters:,Description,Colour:,Color,Habitat:,Habitat,Abundance:,Abundance
Acropora verweyi,"Veron and Wallace, 1984",Characters:,"Colonies form perforated plates with short branches, or are cushion-shaped, or form extensive corymbose bushes. Branches are 7-9 millimetres thick, do not taper and have short branchlets towards their bases. Axial corallites and incipient axial corallites are prominent. Radial corallites are rounded, bead-like and appressed, and approximately arranged in rows.",Colour:,Almost always a uniform creamy-brown with yellow axial corallites.,Habitat:,"Upper reef slopes, especially those exposed to wave action or currents.",Abundance:,Rare.
Acropora walindii,"Wallace, 1999",Characters:,Colonies may be up to one metre across and consist of prostrate or irregular fine branches. Larger colonies have distinct orders of branches and sub-branches. Branches do not fuse. Axial corallites are distinct on all orders of sub-branches. Radial corallites are widely spaced and scattered over the whole branch surface. They  are appressed and tubular.,Colour:,"Tan, usually with pale branch ends.",Habitat:,Protected reef slopes.,Abundance:,Uncommon.
Acropora wallaceae,"Veron, 1990",Characters:,"Colonies usually have tall open branches which do not fuse. Upright branches have many nearly perpendicular sub-branches which have a third and sometimes a fourth generation of smaller branches. The size of sub-branches decreases in sequence from the base to the tips of main branches. Axial corallites are large and dome-shaped. Radial corallites are mostly immersed on lower branches, becoming uniform and tubular on upper branches. They are often of two sizes.",Colour:,"Brown or cream, sometimes with yellowish radial corallites.",Habitat:,Shallow reef environments.,Abundance:,"Common in Western Australia, rarely common elsewhere."
Acropora willisae,"Veron and Wallace, 1984",Characters:,"Colonies are corymbose plates up to approximately one metre across, with short, uniform, evenly spaced, non-tapered branchlets bearing numerous axial corallites. There is usually more than one axial corallite per branchlet. Radial corallites near branchlet tips are tubular and appressed.",Colour:,"Grey, cream, blue (which may photograph pink) or brown.",Habitat:,A wide range of environments from lower reef slopes to lagoons.,Abundance:,Common.
Acropora yongei,"Veron and Wallace, 1984",Characters:,"Colonies consist of dense thickets of short cylindrical or tapered branches. They are frequently over 2 metres across and may form extensive single species stands. Axial corallites are exsert and tubular. Radial corallites are uniform in size and tubular, with flaring lower lips.",Colour:,"Uniform cream, yellow or pale brown.",Habitat:,Shallow reef environments and rocky foreshores.,Abundance:,Common.
Agaricia agaricites,"(Linnaeus, 1758)",Characters:,Colonies are encrusting or submassive or form a complex of horizontal plates and large irregularly dividing upright bifacial fronds. Corallites are in deep valleys which are concentric on plates and generally less than 50 millimetres long.,Colour:,"Tan, brown or yellow-brown.",Habitat:,Shallow reef environments.,Abundance:,Generally uncommon.
Agaricia fragilis,"Dana, 1846",Characters:,"Colonies form flat unifacial explanate plates with corallites in long, roughly concentric valleys. Valleys are closely (2-4 mm) spaced. Corallites are small, close together (5-8 per cm) and face upwards. Columellae are weakly developed.",Colour:,"Grey, grey-brown or green.",Habitat:,Sheltered reef environments.,Abundance:,Uncommon.
Agaricia grahamae,"Wells, 1973",Characters:,"Colonies form flat unifacial explanate plates which are commonly arranged in whorls. Corallites are at the bottom of long, roughly concentric V-shaped valleys. Centres are widely spaced (3-5 per cm). Septa are thick, do not alternate, and most reach the corallite centre.",Colour:,"Tan or grey, usually with pale margins.",Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Agaricia humilis,"Verrill, 1901",Characters:,"Colonies are encrusting to submassive. Corallites are deep, monocentric or with 2-3 centres together. Centres are separated by collines of irregular height and which run in irregular directions. Long and short septo-costae clearly alternate.",Colour:,"Uniform tan or mottled yellow-brown, sometimes with green mouths.",Habitat:,Most reef environments except shallow lagoons.,Abundance:,Common.
Agaricia lamarcki,"Milne Edwards and Haime, 1851",Characters:,"Colonies form flat, unifacial, explanate or encrusting plates, commonly arranged in whorls. Corallites are in concentric valleys. Centres are widely spaced (3-5 per cm). Long and short septo-costae clearly alternate.",Colour:,"Rust brown, usually with pale margins. Mouths are white and star-shaped, a useful identification aid.",Habitat:,Shallow reef environments.,Abundance:,Common.
Agaricia tenuifolia,"Dana, 1846",Characters:,"Colonies form a complex of thin upright bifacial fronds which have thin margins. They are usually contorted, elongate, and divide irregularly. Corallites are in valleys which are generally concentric and less than 50 millimetres long.",Colour:,"Brown, greenish or rust, sometimes with pale margins of septo-costae and sometimes with orange tentacles.",Habitat:,Shallow reef environments.,Abundance:,"Uncommon, rare in Brazil."
Agaricia undata,"(Ellis and Solander, 1786)",Characters:,"Colonies form flat or upright unifacial explanate plates with corallites in long, roughly concentric valleys. Valleys are usually widely (6-7 mm) spaced, flat-bottomed and indistinct. Corallites are small and close together (5-8 per cm) and on the outward facing edge of valley walls (collines). Columellae are well developed.",Colour:,"Usually dark yellow, green or brown.",Habitat:,Shallow reef environments.,Abundance:,Usually uncommon.
Alveopora allingi,"Hoffmeister, 1925",Characters:,"Colonies are encrusting or have short irregular lobes with rounded surfaces, or are columnar. Corallites have walls composed of interconnected rods and spines and long spine-like septa. Columellae are usually present and are sometimes well developed. Polyps are tightly compacted and are long, usually with slightly expanded tentacle tips.",Colour:,"Usually yellow, green or brown with white oral cones.",Habitat:,Protected reef environments.,Abundance:,Uncommon but conspicuous.
Alveopora catalai,"Wells, 1968",Characters:,"Colonies are composed of gnarled branches that divide irregularly. They may form stands over 5 metres across. Corallites are large, composed of an interlocking network of rods and spines. Polyps are large with swollen tentacle tips.",Colour:,"Pale tan when polyps are retracted. Extended polyps are amber or yellowish with white oral discs, sometimes with white tentacle tips.",Habitat:,Occurs only on soft substrates in deep water or in shallow turbid water protected from wave action and currents.,Abundance:,Relatively common in the western Indian Ocean.
Alveopora daedalea,"(Forskål, 1775)",Characters:,"Colonies are encrusting, thick plates, or columnar. They have a smooth surface and may be large, with columns up to one metre high. Corallites may have alternating long and short fine septal spines. Tips of polyp tentacles are truncated giving a squared appearance. Sometimes six large tentacles alternate with six small tentacles.",Colour:,Uniform pale or dark brown.,Habitat:,Protected upper reef slopes.,Abundance:,Uncommon.
Alveopora excelsa,"Verrill, 1864",Characters:,"Colonies are submassive and usually lobed. They may be over 2 metres across. Corallites have irregular spiny walls. Polyps are often retracted during the day, but are elongate when extended giving colonies a mop-like appearance.",Colour:,"Grey or pinkish brown when polyps are retracted, brown when polyps are extended.",Habitat:,Exposed reef slopes.,Abundance:,Uncommon.
Alveopora fenestrata,"(Lamarck, 1816)",Characters:,"Colonies are generally hemispherical with the surface sometimes divided into lobes. Corallites have walls composed of compacted rods and spines. Septa are composed of tapered spines which are connected low in the corallite. Polyps are long, with long tapered tentacles giving a ragged appearance.",Colour:,"Grey or greenish-brown, sometimes with white oral cones.",Habitat:,Shallow reef environments.,Abundance:,"Common and conspicuous at the Houtman Abrolhos Islands, south-west Australia, uncommon elsewhere."
Alveopora gigas,"Veron, 1985",Characters:,"Colonies are composed of blunt-ended irregular columns. Corallites have thin, highly perforated walls of interconnected rods and spines. Polyps are up to 100 millimetres long and 20 millimetres diameter when fully extended.",Colour:,"Oral discs and tentacle tips are white, the rest of the polyps are brown or greenish-brown.",Habitat:,Protected turbid environments.,Abundance:,Uncommon.
Alveopora japonica,"Eguchi, 1968",Characters:,Colonies are small (less than 40 mm across) and hemispherical or encrusting. Septa have long and short fine spines which seldom connect. Tips of tentacles are knob-like.,Colour:,Distinctive dark green with a white stripe on the top of tentacle tips.,Habitat:,"Found only in shallow, partly wave washed rocky foreshores nested among algae and soft corals.",Abundance:,Rare.
Alveopora marionensis,"Veron and Pichon, 1982",Characters:,Colonies are composed of short irregular lobes. Corallites have walls formed from compacted rods and spines. Septa are composed of tapered spines which are only connected low down in the corallite. Polyps have short tapered tentacles.,Colour:,"Uniform grey, brown or pinkish, sometimes with white tentacle tips.",Habitat:,Found only in environments with moderate wave action.,Abundance:,Rare.
Alveopora minuta,"Veron, 2000",Characters:,Colonies are composed of short irregularly dividing knob-like branches. Corallites have no septa or one or two septa reduced to a single spine. A palisade of vertical spines occurs above the wall. Corallites are as small as many species of  (approximately 1 mm diameter) although this species always looks -like underwater.,Colour:,Greenish-brown.,Habitat:,Rocky surfaces exposed to currents.,Abundance:,Rare.
Alveopora ocellata,"Wells, 1954",Characters:,"Colonies are flat plates. Corallites are circular, with neat well defined walls. Septa are in two unequal cycles.",Colour:,Dull brown.,Habitat:,Lower reef slopes protected from wave action.,Abundance:,Usually uncommon.
Alveopora spongiosa,"Dana, 1846",Characters:,"Colonies are generally encrusting or form solid plates, occasionally becoming submassive. They have a flat or irregular surface and may be over 2 metres across. Corallites have long or short fine septal spines which seldom connect. Tips of polyp tentacles may be pointed or knob-like. Sometimes six large tentacles alternate with six small tentacles.",Colour:,"Usually uniform pale or dark brown, rarely green or other colours. Polyps sometimes have white tentacle tips.",Habitat:,Protected upper reef slopes.,Abundance:,Usually uncommon.
Alveopora tizardi,"Bassett-Smith, 1890",Characters:,Colonies are submassive. Corallites usually have regularly tapered sometimes elongate septal spines. Polyps are short with knob-like tentacle tips.,Colour:,"Pale pinkish-brown to bright pink, sometimes with grey oral discs and white tentacle tips.",Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Alveopora verrilliana,"Dana, 1872",Characters:,Colonies are composed of short irregularly dividing knob-like branches. Corallites have short blunt septal spines and a prominent palisade of vertical spines above the wall. Polyps are long when extended.,Colour:,"Dark greenish-brown, grey or chocolate, sometimes with white oral cones and/or tentacle tips.",Habitat:,Shallow reef environments.,Abundance:,Rare.
Alveopora viridis,"Quoy and Gaimard, 1833",Characters:,"Colonies are submassive, sometimes forming columns. Corallites are as small as many species of . Septal spines are of two lengths.",Colour:,Grey-brown or greenish-brown.,Habitat:,Lower reef slopes protected from wave action.,Abundance:,"Uncommon, but more abundant than other  ."
Anacropora forbesi,"Ridley, 1884",Characters:,"Branches are evenly spaced, less than 10 millimetres thick and tapered, with blunt tips. Corallites have slightly prominent lower lips. The coenosteum is smooth.",Colour:,Pale brown with white branch tips.,Habitat:,"Shallow, usually turbid reef environments and deep water soft substrates. Sometimes also found on exposed upper reef slopes.",Abundance:,Usually rare.
Anacropora matthaii,"Pillai, 1973",Characters:,"Colonies sprawl over the substrate and have dead bases so that they fall apart if disturbed. Branches are less than 5 millimetres thick, are generally straight and do not taper. Corallites are tubular and project up to 1.5 millimetres. Tentacles may be extended day and night.",Colour:,Brown with pale brown or cream branch tips.,Habitat:,May cover extensive areas on horizontal muddy substrates with clear water.,Abundance:,Locally common.
Anacropora pillai,"Veron, 2000",Characters:,"Colonies sprawl over the substrate and have dead bases so that they fall apart if disturbed. This is the smallest , with most branches less than 3 millimetres thick. They are always contorted and tapered. Sometimes they are irregularly fused. Sub-branches form by equal division. Corallites are conical and project up to 1.5 millimetres from the branch surface. Corallites seldom form spines.",Colour:,Cream or pale blue.,Habitat:,"May cover extensive areas on lower reef slopes, especially in turbid water.",Abundance:,Uncommon.
Anacropora puertogalerae,"Nemenzo, 1964",Characters:,"Branches are compact, less than 13 millimetres thick and tapering to a point. Corallites are widely spaced. The lower lip of corallites is commonly spine-like.",Colour:,"Pale brown, sometimes with white branch tips.",Habitat:,Shallow reef environments.,Abundance:,Rare.
Anacropora reticulata,"Veron and Wallace, 1984",Characters:,"Branches are widely spaced, up to 14 millimetres thick and tapered, with blunt tips. The coenosteum is composed of fine rows of fused spinules (visible underwater) forming a reticulate pattern. Corallites have a prominent lower lip and may be aligned in rows down branches.",Colour:,Pale brown.,Habitat:,Shallow reef environments.,Abundance:,Usually uncommon.
Anacropora spinosa,"Rehberg, 1892",Characters:,"Branches are compact, contorted, less than 10 millimetres thick and tapering to a point. Spines project below corallites. Corallites are elongate, crowded, irregular, and are usually not strongly tapered.",Colour:,"Pale brown, sometimes with white branch tips.",Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Anacropora spumosa,"Veron, Turak and DeVantier, 2000",Characters:,"Branches are widely spaced, up to 16 millimetres thick and tapered, with blunt tips. The coenosteum is very coarse (visible underwater) and uniform, without forming a pattern. Corallites have a slightly protuberant lower lip and are irregularly arranged.",Colour:,Pale brown with pale branch tips.,Habitat:,Shallow reef environments.,Abundance:,"Common in south-east Africa, uncommon elsewhere."
Anomastraea irregularis,"von Marenzeller, 1901",Characters:,"Colonies are flat or submassive, often with a conical shape. Corallites are submeandroid to cerioid. Walls are thin and septa have irregularly fused margins. Septa are widely spaced and uniform, giving the colony surface a neat appearance. Tentacles are usually at least partly extended during the day.",Colour:,Bluish-grey or cream. Polyps are dark brown.,Habitat:,Turbid environments at the base of reefs and in intertidal pools.,Abundance:,Uncommon.
Astrangia poculata,"(Ellis and Solander, 1786)",Characters:,"Colonies are encrusting, submassive or branching. Colonies are both zooxanthellate and azooxanthellate, depending primarily on light conditions. Corallites are tightly compacted, mostly circular and up to 10 millimetres diameter. Corallite walls are well defined. Septal margins are beaded. Columellae are well developed.",Colour:,"Translucent to brown, depending on the presence of zooxanthellae.",Habitat:,Rocky shores and jetty pilings. Tolerant of a wide range of temperatures.,Abundance:,Uncommon.
Astrea annuligera,"Milne Edwards and Haime, 1849",Characters:,"Colonies are irregularly submassive or encrusting. Corallites are circular. Septa taper from the wall to the columella and are in three cycles; those of the primary cycle are usually exsert, widely spaced, and have well developed paliform lobes. Most colonies have at least some development of ‘groove and tubercle’ structures.",Colour:,"Mottled or uniform green and brown, with darker calices.",Habitat:,Protected reef backs and lagoons.,Abundance:,Common.
Astrea curta,"Dana, 1846",Characters:,"Colonies are spherical, columnar or flattened. Corallites are circular and widely spaced to closely compacted. The width of calices varies greatly, this variation mostly occurring between, rather than within, colonies. Long and short septa alternate. Small paliform lobes are usually developed.",Colour:,"Cream or orange on reef flats, often with colours concentric to the oral discs. Usually dark brown when in shaded habitats.",Habitat:,"Shallow environments, especially reef flats.",Abundance:,Seldom common.
Astrea rotulosa,"(Ellis and Solander, 1786)",Characters:,"Colonies are smooth massive boulders up to 1.5 metres across. Corallites are uniform, 3-5 millimetres diameter with well defined walls. Septa are in two distinct orders of 6-8 and are exsert. Paliform lobes are inconspicuous. Columellae are small.",Colour:,"Red to orange, usually with green centres.",Habitat:,Shallow reef environments.,Abundance:,Rare.
Astreopora acroporina,"Wallace, Turak and DeVantier, 2011",Characters:,Colonies consist of irregular banches with axial corallites and incipient axial corallites. Axial corallites extend the length of branches. The coenosteum is covered with small spinules.,Colour:,Pale brown-grey with cream openings of corallites.,Habitat:,Sandy reef flats and upper slopes.,Abundance:,Uncommon.
Astreopora cenderawasih,"Wallace, Turak and DeVantier, 2011",Characters:,Colonies are up to 1 m diameter and consist of a combination of vertical branches and small plates all stemming from a thick basal plate. Corallites are immersed to tubular with rounded or oval openings 1.7-2.2 mm diameter. Primary septa may form a simple columella. The coenosteum is covered with highly elaborated spinules.,Colour:,Pale to dark brown and purple-grey.,Habitat:,Sandy reef flats and upper slopes.,Abundance:,Rare.
Astreopora cucullata,"Lamberts, 1980",Characters:,"Colonies are thick or encrusting plates, sometimes with short rootlets. Corallites are irregular, immersed on concave surfaces, exsert on convex surfaces. They are mostly inclined and often have elliptical openings. Papillae around the corallites have a feathery appearance and may form a hood over the openings.",Colour:,Cream or pale-brown.,Habitat:,Shallow reef environments.,Abundance:,Usually uncommon but conspicuous.
Astreopora expansa,"Brüggemann, 1877",Characters:,Colonies are flat bifacial plates arranged in tiers or whorls. Corallites are mostly inclined on the colony surface. Coenosteum papillae are fine.,Colour:,"Brown, pink or dark green, usually with pale margins.",Habitat:,Shallow reef environments.,Abundance:,Sometimes common.
Astreopora gracilis,"Bernard, 1896",Characters:,"Colonies are hemispherical to encrusting. Corallites are immersed to conical or tubular, usually face different directions and are of mixed sizes, giving a somewhat irregular appearance. The coenosteum is covered with papillae that are inclined on the surface. Development of papillae is variable.",Colour:,"Pale cream, green or brown.",Habitat:,"A wide range of environments, especially in shallow turbid water.",Abundance:,Rare in the tropics but sometimes common in subtropical Japan.
Astreopora incrustans,"Bernard, 1896",Characters:,"Colonies are flat, encrusting and commonly over one metre across. They are irregularly shaped, sometimes forming short columns and tubes. The coenosteum is coarse.",Colour:,"Dark green, brown or grey.",Habitat:,"Rocky foreshores, in shallow water.",Abundance:,Usually uncommon.
Astreopora listeri,"Bernard, 1896",Characters:,"Colonies are hemispherical to encrusting. Corallites are immersed and sometimes moderately crowded, with  rounded openings surrounded by feathery spinules giving the colony surface a spiny appearance. Coenosteum papillae are fine.",Colour:,"Cream, grey or brown.",Habitat:,"A wide range of environments, especially in shallow turbid water.",Abundance:,Unknown.
Astreopora longiseptata,"Latypov, 2006",Characters:,"As far as is known, colonies are massive. Corallites are widely spaced, immersed to slightly exsert, 1.8-2 mm diameter. Septa are in three distinct cycles, the first cycle plunging steeply to meet a columella deep within the corallite. The coenosteum has widely spaced elaborated spinules.",Colour:,Unknown.,Habitat:,Unknown.,Abundance:,Uncommon.
Astreopora macrostoma,"Veron and Wallace, 1984",Characters:,"Colonies are generally submassive, usually with irregular upper surfaces and sometimes with short rootlets on lower surfaces. Corallites are large and irregularly but widely spaced, either immersed or curved, and face different directions.",Colour:,Yellow-brown or blue (which may photograph purple).,Habitat:,Shallow reef environments.,Abundance:,Rare.
Astreopora montiporina,"Wallace, Turak and DeVantier, 2011",Characters:,"Colonies are up to 2 m diameter and consist of thin irreguar unifacial plates. Corallites are widely spaced, 1.2-1.7 mm diameter, immersed or sub-immersed. Primary septa may form a small pseudo-columella. The coenosteum is flakey with evenly distributed elaborated spinules.",Colour:,"Pale green, brown or grey.",Habitat:,Mid to lower reef slopes.,Abundance:,Rare in the tropics but common in subtropical localities of eastern Australia.
Astreopora moretonensis,"Veron and Wallace, 1984",Characters:,"Colonies are laminar or encrusting, sometimes with irregular tubes or columns on the upper surface and rootlets on the lower surface. Corallites are mostly immersed but may be conical on convex surfaces. The coenosteum is smooth.",Colour:,Cream or brown.,Habitat:,"Rocky foreshores, in shallow water.",Abundance:,By far the most common .
Astreopora myriophthalma,"(Lamarck, 1816)",Characters:,"Colonies are hemispherical, with an even surface. Corallites are evenly spaced and conical with rounded, upright or outwardly directed openings. The coenosteum has outwardly directed papillae.",Colour:,"Cream, brownish blue or yellow, sometimes mottled.",Habitat:,Most reef habitats except very turbid water.,Abundance:,Usually rare.
Astreopora ocellata,"Bernard, 1896",Characters:,"Colonies are dome-shaped or flat. Corallites are compact and large, with wide openings. Small corallites usually occur between the large corallites. The coenosteum is coarse.",Colour:,"Brown, cream or yellow.",Habitat:,Shallow reef environments.,Abundance:,Usually uncommon.
Astreopora randalli,"Lamberts, 1980",Characters:,"Colonies are flat and mostly encrusting or forming plates. Corallites are mostly immersed, with small (less than 1.5 mm diameter) rounded openings. Coenosteum papillae are fine and may form rows down the sides of corallites.",Colour:,"Cream, grey, green or brown.",Habitat:,Shallow protected reef environments.,Abundance:,Uncommon.
Astreopora scabra,"Lamberts, 1982",Characters:,"Colonies are hemispherical. Corallites are conical and large, with well developed septa. The coenosteum is coarse, with a dense covering of papillae forming ridges.",Colour:,Brown.,Habitat:,Most reef environments.,Abundance:,Uncommon.
Astreopora suggesta,"Wells, 1954",Characters:,"Colonies are hemispherical with small, widely spaced corallites raised on mounds that may be different shapes. Calices average one millimetre diameter. Septa are in two irregular cycles. Coenosteum papillae are short and blunt.",Colour:,Brown with pale corallites.,Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Australogyra zelli,"(Veron, Pichon and Wijsman-Best, 1977)",Characters:,"Colonies have a branching growth-form. They may form compact hemispherical mounds or thickets over 2 metres across or occur as a few isolated branches. Corallites are monocentric or form short valleys. Walls are thick, rounded and smooth. Columellae are absent. Tentacles are extended only at night.",Colour:,Grey-green to brown.,Habitat:,Usually in turbid waters around high islands or in reef lagoons.,Abundance:,Sometimes locally common.
Australomussa rowleyensis,"Veron, 1985",Characters:,"Colonies are flattened, helmet- or dome-shaped and may be several metres across. Corallites are subcerioid or have short, shallow valleys 8-20 millimetres wide, separated by thick walls. Tissue over the septa is usually distinct in colour and/or texture from tissue over the costae. Septa and costae are sturdy, with large blunt teeth.",Colour:,"In north-west Australia, colonies are a uniform blue-grey or valleys may have concentric cream and green colours. In south-east Asia colonies have a much wider range of colours including bright red, yellow and green.",Habitat:,Lower reef slopes protected from wave action.,Abundance:,Sometimes common.
Balanophyllia europaea,"(Risso, 1826)",Characters:,"Corals are solitary corallites, oval to hourglass in shape and up to 20 millimetres diameter. Septa are well developed and arranged according to Pourtalès plan. Columellae are broad and deep seated. Walls are composed of porous coenosteum. Tentacles are extended only at night.",Colour:,Yellowish- or pinkish-brown.,Habitat:,Rocky foreshores to a depth of 50 metres.,Abundance:,Uncommon.
Bernardpora stutchburyi,"(Wells, 1955)",Characters:,Colonies are submassive to encrusting. Calices are small and shallow with crowded septa giving colonies a smooth surface. Polyps have short tapered tentacles which are often extended during the day.,Colour:,"Usually pale brown or cream, sometimes with pale blue mouths.",Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Blastomussa loyae,"Head, 1978",Characters:,"Colonies are encrusting, sub-cerioid to plocoid. Corallites are 5-8 millimetres diameter. Septa are mostly in two orders of which only the first reaches the columella. Septa have slightly serrated margins. Primary septa may be exsert. Columellae are poorly developed. Mantles, but not tentacles, are extended during the day and may form a continuous surface obscuring the underlying growth-form.",Colour:,Pale brown or cream.,Habitat:,Lower reef slopes.,Abundance:,Uncommon.
Blastomussa merleti,"(Wells, 1961)",Characters:,"Colonies are phaceloid, and consist of a few to large numbers of corallites. Corallites are less than 7 millimetres diameter. Septa are mostly in two orders of which only the first reaches the columella. Septa have slightly serrated margins. Primary septa may be exsert. Columellae are poorly developed. Mantles, but not tentacles, are extended during the day and may form a continuous surface obscuring the underlying growth-form.",Colour:,"Commonly dark red with conspicuous green oral discs. May also be pink, orange, brown or uniform dark grey with white margins to primary septa.",Habitat:,"Reef environments, especially where the water is turbid.",Abundance:,Uncommon.
Blastomussa vivida,"Benzoni, Arrigoni and Hoeksema, 2013",Characters:,"Polyps are solitary or form colonies with a small number of corallites. Colonies are cerioid or sub-cerioid. Septa are in multiple irregulr orders, columellae are well formed. Lower order septa may be exsert and most septa have prominent teeth. Mantles are thick and mask the underlying skeleton.",Colour:,"Very colourful: red, purple and green are the most common colours, with corallites and walls usually of contrasting colours.",Habitat:,"Reef environments, especially where the water is turbid.",Abundance:,"Uncommon, rare in the Red Sea."
Blastomussa wellsi,"Wijsman-Best, 1973",Characters:,"Colonies are phaceloid, rarely subplocoid. Corallites are 9-14 millimetres diameter. Septa are not arranged in cycles and are numerous. They have small blunt teeth. Mantles, but not tentacles, are extended during the day and may form a continuous surface obscuring the underlying growth-form.",Colour:,"Mantles are usually dark grey, but may be red or green. Oral discs are usually green but may be red or dark grey.",Habitat:,"Lower reef slopes protected from wave action, and turbid environments.",Abundance:,Extremely rare.
Boninastrea boninensis,"Yabe and Sugiyama, 1935",Characters:,"Colonies are massive with short, highly contorted valleys. Septa have well developed teeth. There are no columellae.",Colour:,Yellowish-green.,Habitat:,Shallow reef backs.,Abundance:,Mostly uncommon.
Calathiscus tantillus,"Claereboudt and Al-Amri, 2004",Characters:,"Colonies are mostly encrusting, rarely more than 30 mm diameter. Corallites average 1.7 mm diameter, are crowded, angular. Septa are in two very unequal and irregularly fuse, in a -like pair or trident. Columellae are absent. Polyps are extended during the day, and have 15-22 tentacles.",Colour:,light green.,Habitat:,Reef habitats.,Abundance:,Rare.
Cantharellus doederleini,"(von Marenzeller, 1906)",Characters:,"Polyps are small (up to 50 mm diameter), flat and button-like. The orders of septa are well defined. Primary septa are thick.",Colour:,Tan or cream.,Habitat:,Mid-reef slopes exposed to moderate wave action.,Abundance:,Uncommon.
Cantharellus jebbi,"Hoeksema, 1993",Characters:,"Solitary or colonial. Solitary polyps are small (up to 70 mm diameter) and tightly encrust the substrate. Colonies are uncommon but are relatively conspicuous, up to 0.2 metres across. Septa are thick and wavy.",Colour:,Light brown.,Habitat:,Protected reef environments.,Abundance:,Rare.
Cantharellus noumeae,"Hoeksema and Best, 1984",Characters:,"Polyps are small (up to 65 mm diameter) except in the Red Sea (up to 200 mm diameter), cup-shaped when fully developed, and have wavy margins. The species may be solitary or colonial, the latter consisting of a few contorted corallites. Primary septa are thin and usually smooth edged.",Colour:,Mottled brown.,Habitat:,Shallow reef environments.,Abundance:,Seldom common but conspicuous. Rare in the western Indian Ocean.
Catalaphyllia jardinei,"(Saville-Kent, 1893)",Characters:,Colonies are flabello-meandroid with straight edged septa forming wide V-shaped valleys. Valleys are evenly spaced and have sharp edged walls. Septa are widely spaced. There are no columellae. Polyps have large tubular tentacles extending from large fleshy oral discs. Forms satellite colonies (like ) in aquaria.,Colour:,Distinctive green with pink tentacle tips and a striped oral disc.,Habitat:,"Occurs in protected, preferably turbid water.",Abundance:,Rare.
Caulastrea connata,"(Ortmann, 1892)",Characters:,"Colonies are phaceloid. Corallites are prominent and sturdy, 10-25 millimetres diameter, and frequently have more than one mouth. Septa are irregularly spaced, exsert and rough-edged. Costae are poorly developed; paliform lobes are not conspicuous.",Colour:,Grey-brown.,Habitat:,Shallow reef environments.,Abundance:,Uncommon.
Caulastrea curvata,"Wijsman-Best, 1972",Characters:,"Colonies are usually small. Corallites are sometimes compact, but usually sprawl irregularly. They are characteristically curved at the colony periphery and average 8 millimetres diameter.",Colour:,Pale brown.,Habitat:,"Flat substrates, often found with .",Abundance:,Uncommon.
Caulastrea echinulata,"(Milne Edwards and Haime, 1848)",Characters:,"Colonies are phaceloid. Corallites are usually closely compacted and less than 10 millimetres diameter. Septa are exsert and irregular, but approximately uniform in width, if not height. Polyps are fleshy, concealing septal characters.",Colour:,Tan to dark brown usually with pale green oral discs.,Habitat:,Horizontal substrates protected from wave action and with turbid water.,Abundance:,Common.
Caulastrea furcata,"Dana, 1846",Characters:,"Colonies are phaceloid. Corallites diverge from the colony base, or are irregular, or crowded if space is restricted. They are less than 10 millimetres diameter. Septa are exsert and irregular, with some septa thicker than others. Polyps are fleshy; thick septa give prominent radiating stripes to the upper corallite surface.",Colour:,Brown or green with green oral discs.,Habitat:,"Protected reef slopes where the substrate is partly sandy. Forms extensive single species stands, sometimes over 5 metres across.",Abundance:,Common only in Western Australia and Japan.
Caulastrea tumida,"Matthai, 1928",Characters:,"Colonies are phaceloid or plocoid, the former being predominant in high latitudes and very shallow water. Corallites are short and sturdy, 10-15 millimetres diameter, and frequently have more than one mouth. Costae are poorly developed.",Colour:,"Dull cream, grey and green.",Habitat:,"Shallow reefs, and rocky foreshores of subtropical locations.",Abundance:,"Uncommon, rare on reefs."
Cladocora arbuscula,"(Lesueur, 1820)",Characters:,Colonies consist of clumps of interlocking tubular corallites which are less than 4 millimetres diameter. Clumps may be compact and attached to hard substrates or loose aggregations on soft substrates which readily fall apart if disturbed. Usually only the terminal parts of corallites are alive. Corallite walls and septo-costae are both thin and delicate. The latter are in two alternating orders and have irregular teeth.,Colour:,"Tan or brown, with translucent tentacles.",Habitat:,Seagrass beds and other turbid environments where there is a lot of sediment.,Abundance:,Uncommon.
Cladocora caespitosa,"(Linnaeus, 1767)",Characters:,"Colonies are phaceloid, up to 0.5 metres across. Corallites are tubular, 4-5 millimetres diameter, and are compacted together forming clumps. Septo-costae are in two alternating orders, only the first of which usually reaches the columella. Columellae and paliform lobes may both be well developed. Only colonies from water shallow enough for light penetration are zooxanthellate.",Colour:,Cream or brown with brown tentacles.,Habitat:,"Shallow rocky substrates, to deep water where colonies are azooxanthellate.",Abundance:,Uncommon.
Coeloseris mayeri,"Vaughan, 1918",Characters:,"Colonies are massive, either rounded or hillocky. Corallites are cerioid, without columellae and with neatly arranged (almost -like) septo-costae. Septo-costae are joined at the top of the walls. Tentacles are extended only at night.",Colour:,"Pale green, yellow or brown, usually with darker calices.",Habitat:,Shallow upper reef slopes and lagoons.,Abundance:,"Sometimes common, conspicuous."
